,question,director,main_entity,image_url
2615,Name a movie directed by this director?,Jean Negulesco,this director,./A photo of Jean Negulesco
2616,Name a movie directed by this director?,Karel Reisz,this director,./A photo of Karel Reisz
2617,Name a movie directed by this director?,Peter Kassovitz,this director,./A photo of Peter Kassovitz
2618,Name a movie directed by this director?,Pier Giuseppe Murgia,this director,./A photo of Pier Giuseppe Murgia
2619,Name a movie directed by this director?,Joone,this director,./A photo of Joone
2620,Name a movie directed by this director?,Andrew Hyatt,this director,./A photo of Andrew Hyatt
2621,Name a movie directed by this director?,Tim Fywell,this director,./A photo of Tim Fywell
2622,Name a movie directed by this director?,Ericson Core,this director,./A photo of Ericson Core
2623,Name a movie directed by this director?,Bo Welch,this director,./A photo of Bo Welch
2624,Name a movie directed by this director?,Michael Cristofer,this director,./A photo of Michael Cristofer
2625,Name a movie directed by this director?,Ryusuke Hamaguchi,this director,./A photo of Ryusuke Hamaguchi
2626,Name a movie directed by this director?,Mikheil Chiaureli,this director,./A photo of Mikheil Chiaureli
2627,Name a movie directed by this director?,Damian Harris,this director,./A photo of Damian Harris
2628,Name a movie directed by this director?,Christopher Landon,this director,./A photo of Christopher Landon
2629,Name a movie directed by this director?,Ladislao Vajda,this director,./A photo of Ladislao Vajda
2630,Name a movie directed by this director?,Matt Palmer,this director,./A photo of Matt Palmer
2631,Name a movie directed by this director?,Rex Beach,this director,./A photo of Rex Beach
2632,Name a movie directed by this director?,Mark L. Lester,this director,./A photo of Mark L. Lester
2633,Name a movie directed by this director?,Rick Bota,this director,./A photo of Rick Bota
2634,Name a movie directed by this director?,Mike Nichols,this director,./A photo of Mike Nichols
2635,Name a movie directed by this director?,Joseph Barbera,this director,./A photo of Joseph Barbera
2636,Name a movie directed by this director?,Rob Schmidt,this director,./A photo of Rob Schmidt
2637,Name a movie directed by this director?,Peter Yates,this director,./A photo of Peter Yates
2638,Name a movie directed by this director?,Gleb Panfilov,this director,./A photo of Gleb Panfilov
2639,Name a movie directed by this director?,Lee Toland Krieger,this director,./A photo of Lee Toland Krieger
2640,Name a movie directed by this director?,Edward Yang,this director,./A photo of Edward Yang
2641,Name a movie directed by this director?,"Sergey Bodrov, Jr.",this director,"./A photo of Sergey Bodrov, Jr."
2642,Name a movie directed by this director?,Alister Grierson,this director,./A photo of Alister Grierson
2643,Name a movie directed by this director?,James D. Parriott,this director,./A photo of James D. Parriott
2644,Name a movie directed by this director?,Jon Avnet,this director,./A photo of Jon Avnet
2645,Name a movie directed by this director?,Gene Kelly,this director,./A photo of Gene Kelly
2646,Name a movie directed by this director?,Paweł Pawlikowski,this director,./A photo of Paweł Pawlikowski
2647,Name a movie directed by this director?,Margarethe von Trotta,this director,./A photo of Margarethe von Trotta
2648,Name a movie directed by this director?,Stan Lathan,this director,./A photo of Stan Lathan
2649,Name a movie directed by this director?,Robert Ryan,this director,./A photo of Robert Ryan
2650,Name a movie directed by this director?,Mike P. Nelson,this director,./A photo of Mike P. Nelson
2651,Name a movie directed by this director?,Joby Harold,this director,./A photo of Joby Harold
2652,Name a movie directed by this director?,E. Elias Merhige,this director,./A photo of E. Elias Merhige
2653,Name a movie directed by this director?,Ruairí Robinson,this director,./A photo of Ruairí Robinson
2654,Name a movie directed by this director?,Allen Hughes,this director,./A photo of Allen Hughes
2655,Name a movie directed by this director?,Jenny Gage,this director,./A photo of Jenny Gage
2656,Name a movie directed by this director?,William Brent Bell,this director,./A photo of William Brent Bell
2657,Name a movie directed by this director?,Yang Fengliang,this director,./A photo of Yang Fengliang
2658,Name a movie directed by this director?,José Padilha,this director,./A photo of José Padilha
2659,Name a movie directed by this director?,Brie Larson,this director,./A photo of Brie Larson
2660,Name a movie directed by this director?,Wes Ball,this director,./A photo of Wes Ball
2661,Name a movie directed by this director?,Michael Gordon,this director,./A photo of Michael Gordon
2662,Name a movie directed by this director?,Guy Nattiv,this director,./A photo of Guy Nattiv
2663,Name a movie directed by this director?,Marco Fiorito,this director,./A photo of Marco Fiorito
2664,Name a movie directed by this director?,Paul Weiland,this director,./A photo of Paul Weiland
2665,Name a movie directed by this director?,Rawson Marshall Thurber,this director,./A photo of Rawson Marshall Thurber
2666,Name a movie directed by this director?,Douglas McCarthy,this director,./A photo of Douglas McCarthy
2667,Name a movie directed by this director?,Nacho Vigalondo,this director,./A photo of Nacho Vigalondo
2668,Name a movie directed by this director?,P. J. Hogan,this director,./A photo of P. J. Hogan
2669,Name a movie directed by this director?,Annette Haywood-Carter,this director,./A photo of Annette Haywood-Carter
2670,Name a movie directed by this director?,Alberto Lattuada,this director,./A photo of Alberto Lattuada
2671,Name a movie directed by this director?,Stephen Kay,this director,./A photo of Stephen Kay
2672,Name a movie directed by this director?,Carter Smith,this director,./A photo of Carter Smith
2673,Name a movie directed by this director?,Justin Kurzel,this director,./A photo of Justin Kurzel
2674,Name a movie directed by this director?,Mark Sandrich,this director,./A photo of Mark Sandrich
2675,Name a movie directed by this director?,Morgan Matthews,this director,./A photo of Morgan Matthews
2676,Name a movie directed by this director?,Jamie Uys,this director,./A photo of Jamie Uys
2677,Name a movie directed by this director?,Gérard Oury,this director,./A photo of Gérard Oury
2678,Name a movie directed by this director?,Jeffrey Beesley,this director,./A photo of Jeffrey Beesley
2679,Name a movie directed by this director?,Noroi Tsuruta,this director,./A photo of Noroi Tsuruta
2680,Name a movie directed by this director?,Dmitry Kiselyov,this director,./A photo of Dmitry Kiselyov
2681,Name a movie directed by this director?,Kyle Patrick Alvarez,this director,./A photo of Kyle Patrick Alvarez
2682,Name a movie directed by this director?,Matthew Robinson,this director,./A photo of Matthew Robinson
2683,Name a movie directed by this director?,Carla Garapedian,this director,./A photo of Carla Garapedian
2684,Name a movie directed by this director?,Lawrence Sher,this director,./A photo of Lawrence Sher
2685,Name a movie directed by this director?,Jean Becker,this director,./A photo of Jean Becker
2686,Name a movie directed by this director?,Tommy Lee Jones,this director,./A photo of Tommy Lee Jones
2687,Name a movie directed by this director?,Henry Hathaway,this director,./A photo of Henry Hathaway
2688,Name a movie directed by this director?,Albert Parker,this director,./A photo of Albert Parker
2689,Name a movie directed by this director?,Vivek Agnihotri,this director,./A photo of Vivek Agnihotri
2690,Name a movie directed by this director?,Andy Warhol,this director,./A photo of Andy Warhol
2691,Name a movie directed by this director?,Alê Abreu,this director,./A photo of Alê Abreu
2692,Name a movie directed by this director?,Leos Carax,this director,./A photo of Leos Carax
2693,Name a movie directed by this director?,Bodil Ipsen,this director,./A photo of Bodil Ipsen
2694,Name a movie directed by this director?,Allen Coulter,this director,./A photo of Allen Coulter
2695,Name a movie directed by this director?,Samira Makhmalbaf,this director,./A photo of Samira Makhmalbaf
2696,Name a movie directed by this director?,Chris Rock,this director,./A photo of Chris Rock
2697,Name a movie directed by this director?,Dominique Othenin-Girard,this director,./A photo of Dominique Othenin-Girard
2698,Name a movie directed by this director?,Gore Verbinski,this director,./A photo of Gore Verbinski
2699,Name a movie directed by this director?,Thomas Johnson,this director,./A photo of Thomas Johnson
2700,Name a movie directed by this director?,Sergei Gerasimov,this director,./A photo of Sergei Gerasimov
2701,Name a movie directed by this director?,J.J. Perry,this director,./A photo of J.J. Perry
2702,Name a movie directed by this director?,Aleksandr Proshkin,this director,./A photo of Aleksandr Proshkin
2703,Name a movie directed by this director?,Alfred Edward Green,this director,./A photo of Alfred Edward Green
2704,Name a movie directed by this director?,Josie Rourke,this director,./A photo of Josie Rourke
2705,Name a movie directed by this director?,Harriet Frank Jr.,this director,./A photo of Harriet Frank Jr.
2706,Name a movie directed by this director?,Peter Sollett,this director,./A photo of Peter Sollett
2707,Name a movie directed by this director?,Denis Sanders,this director,./A photo of Denis Sanders
2708,Name a movie directed by this director?,Tamara Jenkins,this director,./A photo of Tamara Jenkins
2709,Name a movie directed by this director?,Marshall Herskovitz,this director,./A photo of Marshall Herskovitz
2710,Name a movie directed by this director?,Colin Higgins,this director,./A photo of Colin Higgins
2711,Name a movie directed by this director?,J.T.S. Moore,this director,./A photo of J.T.S. Moore
2712,Name a movie directed by this director?,Neil Jordan,this director,./A photo of Neil Jordan
2713,Name a movie directed by this director?,Johnnie To,this director,./A photo of Johnnie To
2714,Name a movie directed by this director?,Joe Lynch,this director,./A photo of Joe Lynch
2715,Name a movie directed by this director?,Kurt Wimmer,this director,./A photo of Kurt Wimmer
2716,Name a movie directed by this director?,Alex Brewer,this director,./A photo of Alex Brewer
2717,Name a movie directed by this director?,John Badham,this director,./A photo of John Badham
2718,Name a movie directed by this director?,Jean-Pierre Dardenne,this director,./A photo of Jean-Pierre Dardenne
2719,Name a movie directed by this director?,Jeff Tomsic,this director,./A photo of Jeff Tomsic
2720,Name a movie directed by this director?,Allan Arkush,this director,./A photo of Allan Arkush
2721,Name a movie directed by this director?,Samuel Maoz,this director,./A photo of Samuel Maoz
2722,Name a movie directed by this director?,Chris Butler,this director,./A photo of Chris Butler
2723,Name a movie directed by this director?,Keanu Reeves,this director,./A photo of Keanu Reeves
2724,Name a movie directed by this director?,Anne Fletcher,this director,./A photo of Anne Fletcher
2725,Name a movie directed by this director?,Matt Bettinelli-Olpin,this director,./A photo of Matt Bettinelli-Olpin
2726,Name a movie directed by this director?,Ramin Bahrani,this director,./A photo of Ramin Bahrani
2727,Name a movie directed by this director?,Zal Batmanglij,this director,./A photo of Zal Batmanglij
2728,Name a movie directed by this director?,Farren Blackburn,this director,./A photo of Farren Blackburn
2729,Name a movie directed by this director?,John Frankenheimer,this director,./A photo of John Frankenheimer
2730,Name a movie directed by this director?,Jay Roach,this director,./A photo of Jay Roach
2731,Name a movie directed by this director?,Jim Mickle,this director,./A photo of Jim Mickle
2732,Name a movie directed by this director?,Maggie Gyllenhaal,this director,./A photo of Maggie Gyllenhaal
2733,Name a movie directed by this director?,Francesco Rosi,this director,./A photo of Francesco Rosi
2734,Name a movie directed by this director?,Emilio Martínez-Lázaro,this director,./A photo of Emilio Martínez-Lázaro
2735,Name a movie directed by this director?,Irving Cummings,this director,./A photo of Irving Cummings
2736,Name a movie directed by this director?,Kay Pollak,this director,./A photo of Kay Pollak
2737,Name a movie directed by this director?,Jun Fukuda,this director,./A photo of Jun Fukuda
2738,Name a movie directed by this director?,Benny Boom,this director,./A photo of Benny Boom
2739,Name a movie directed by this director?,Britt Allcroft,this director,./A photo of Britt Allcroft
2740,Name a movie directed by this director?,Elise Duran,this director,./A photo of Elise Duran
2741,Name a movie directed by this director?,Vittorio Taviani,this director,./A photo of Vittorio Taviani
2742,Name a movie directed by this director?,Terence Davies,this director,./A photo of Terence Davies
2743,Name a movie directed by this director?,James Clavell,this director,./A photo of James Clavell
2744,Name a movie directed by this director?,Valentyn Vasyanovych,this director,./A photo of Valentyn Vasyanovych
2745,Name a movie directed by this director?,Lee Cronin,this director,./A photo of Lee Cronin
2746,Name a movie directed by this director?,Chris Miller,this director,./A photo of Chris Miller
2747,Name a movie directed by this director?,Goran Dukić,this director,./A photo of Goran Dukić
2748,Name a movie directed by this director?,Walter Lang,this director,./A photo of Walter Lang
2749,Name a movie directed by this director?,Juan Diego Solanas,this director,./A photo of Juan Diego Solanas
2750,Name a movie directed by this director?,Dennie Gordon,this director,./A photo of Dennie Gordon
2751,Name a movie directed by this director?,Andrzej Żuławski,this director,./A photo of Andrzej Żuławski
2752,Name a movie directed by this director?,Anthony Hemingway,this director,./A photo of Anthony Hemingway
2753,Name a movie directed by this director?,Don Chaffey,this director,./A photo of Don Chaffey
2754,Name a movie directed by this director?,Don Mancini,this director,./A photo of Don Mancini
2755,Name a movie directed by this director?,Mitch Glazer,this director,./A photo of Mitch Glazer
2756,Name a movie directed by this director?,Eran Riklis,this director,./A photo of Eran Riklis
2757,Name a movie directed by this director?,Enzo G. Castellari,this director,./A photo of Enzo G. Castellari
2758,Name a movie directed by this director?,Antoine Fuqua,this director,./A photo of Antoine Fuqua
2759,Name a movie directed by this director?,Tom Shadyac,this director,./A photo of Tom Shadyac
2760,Name a movie directed by this director?,Kieran Mulroney,this director,./A photo of Kieran Mulroney
2761,Name a movie directed by this director?,Chris Kentis,this director,./A photo of Chris Kentis
2762,Name a movie directed by this director?,Alice Rohrwacher,this director,./A photo of Alice Rohrwacher
2763,Name a movie directed by this director?,Andy Muschietti,this director,./A photo of Andy Muschietti
2764,Name a movie directed by this director?,George Mendeluk,this director,./A photo of George Mendeluk
2765,Name a movie directed by this director?,George Hickenlooper,this director,./A photo of George Hickenlooper
2766,Name a movie directed by this director?,Iain Softley,this director,./A photo of Iain Softley
2767,Name a movie directed by this director?,Aleksandr Faintsimmer,this director,./A photo of Aleksandr Faintsimmer
2768,Name a movie directed by this director?,J. Mackye Gruber,this director,./A photo of J. Mackye Gruber
2769,Name a movie directed by this director?,Keith Waterhouse,this director,./A photo of Keith Waterhouse
2770,Name a movie directed by this director?,Paolo Taviani,this director,./A photo of Paolo Taviani
2771,Name a movie directed by this director?,Wes Craven,this director,./A photo of Wes Craven
2772,Name a movie directed by this director?,Colm McCarthy,this director,./A photo of Colm McCarthy
2773,Name a movie directed by this director?,Robert Schwentke,this director,./A photo of Robert Schwentke
2774,Name a movie directed by this director?,Atom Egoyan,this director,./A photo of Atom Egoyan
2775,Name a movie directed by this director?,Vincent Sherman,this director,./A photo of Vincent Sherman
2776,Name a movie directed by this director?,Chien Lung,this director,./A photo of Chien Lung
2777,Name a movie directed by this director?,Santosh Sivan,this director,./A photo of Santosh Sivan
2778,Name a movie directed by this director?,Norman Z. McLeod,this director,./A photo of Norman Z. McLeod
2779,Name a movie directed by this director?,Maryna Er Gorbach,this director,./A photo of Maryna Er Gorbach
2780,Name a movie directed by this director?,Jerry Rees,this director,./A photo of Jerry Rees
2781,Name a movie directed by this director?,Veit Harlan,this director,./A photo of Veit Harlan
2782,Name a movie directed by this director?,Ilya Frez,this director,./A photo of Ilya Frez
2783,Name a movie directed by this director?,Tate Taylor,this director,./A photo of Tate Taylor
2784,Name a movie directed by this director?,Christian Petzold,this director,./A photo of Christian Petzold
2785,Name a movie directed by this director?,Lewis Allen,this director,./A photo of Lewis Allen
2786,Name a movie directed by this director?,Jerzy Kawalerowicz,this director,./A photo of Jerzy Kawalerowicz
2787,Name a movie directed by this director?,Kim Ki-duk,this director,./A photo of Kim Ki-duk
2788,Name a movie directed by this director?,Yórgos Lánthimos,this director,./A photo of Yórgos Lánthimos
2789,Name a movie directed by this director?,Georg Maas,this director,./A photo of Georg Maas
2790,Name a movie directed by this director?,Julia Reichert,this director,./A photo of Julia Reichert
2791,Name a movie directed by this director?,Alexei Uchitel,this director,./A photo of Alexei Uchitel
2792,Name a movie directed by this director?,Roland Suso Richter,this director,./A photo of Roland Suso Richter
2793,Name a movie directed by this director?,Mike Nawrocki,this director,./A photo of Mike Nawrocki
2794,Name a movie directed by this director?,Taras Tkachenko,this director,./A photo of Taras Tkachenko
2795,Name a movie directed by this director?,Valérie Lemercier,this director,./A photo of Valérie Lemercier
2796,Name a movie directed by this director?,Georg Wilhelm Pabst,this director,./A photo of Georg Wilhelm Pabst
2797,Name a movie directed by this director?,John Gulager,this director,./A photo of John Gulager
2798,Name a movie directed by this director?,Glen Morgan,this director,./A photo of Glen Morgan
2799,Name a movie directed by this director?,Santiago Mitre,this director,./A photo of Santiago Mitre
2800,Name a movie directed by this director?,Harold Ramis,this director,./A photo of Harold Ramis
2801,Name a movie directed by this director?,James Cameron,this director,./A photo of James Cameron
2802,Name a movie directed by this director?,Rajkumar Hirani,this director,./A photo of Rajkumar Hirani
2803,Name a movie directed by this director?,Nicolas Gessner,this director,./A photo of Nicolas Gessner
2804,Name a movie directed by this director?,Jan Kounen,this director,./A photo of Jan Kounen
2805,Name a movie directed by this director?,Béla Balázs,this director,./A photo of Béla Balázs
2806,Name a movie directed by this director?,Ardeshir Irani,this director,./A photo of Ardeshir Irani
2807,Name a movie directed by this director?,Srđan Spasojević,this director,./A photo of Srđan Spasojević
2808,Name a movie directed by this director?,Rolan Bykov,this director,./A photo of Rolan Bykov
2809,Name a movie directed by this director?,Clare Kilner,this director,./A photo of Clare Kilner
2810,Name a movie directed by this director?,Emily Young,this director,./A photo of Emily Young
2811,Name a movie directed by this director?,Michael Cuesta,this director,./A photo of Michael Cuesta
2812,Name a movie directed by this director?,Jimmy Hayward,this director,./A photo of Jimmy Hayward
2813,Name a movie directed by this director?,Robert N. Fried,this director,./A photo of Robert N. Fried
2814,Name a movie directed by this director?,Gary Nelson,this director,./A photo of Gary Nelson
2815,Name a movie directed by this director?,Tony Maylam,this director,./A photo of Tony Maylam
2816,Name a movie directed by this director?,Kantemir Balagov,this director,./A photo of Kantemir Balagov
2817,Name a movie directed by this director?,Damon Santostefano,this director,./A photo of Damon Santostefano
2818,Name a movie directed by this director?,Vsevolod Pudovkin,this director,./A photo of Vsevolod Pudovkin
2819,Name a movie directed by this director?,Henry Barakat,this director,./A photo of Henry Barakat
2820,Name a movie directed by this director?,Akira Kurosawa,this director,./A photo of Akira Kurosawa
2821,Name a movie directed by this director?,Isabel Coixet,this director,./A photo of Isabel Coixet
2822,Name a movie directed by this director?,Alfred Sole,this director,./A photo of Alfred Sole
2823,Name a movie directed by this director?,Susannah Grant,this director,./A photo of Susannah Grant
2824,Name a movie directed by this director?,Steen Johannessen,this director,./A photo of Steen Johannessen
2825,Name a movie directed by this director?,Ross Stewart,this director,./A photo of Ross Stewart
2826,Name a movie directed by this director?,B. Reeves Eason,this director,./A photo of B. Reeves Eason
2827,Name a movie directed by this director?,Nathan Zellner,this director,./A photo of Nathan Zellner
2828,Name a movie directed by this director?,Lee Fulkerson,this director,./A photo of Lee Fulkerson
2829,Name a movie directed by this director?,Dorothy Arzner,this director,./A photo of Dorothy Arzner
2830,Name a movie directed by this director?,James Gunn,this director,./A photo of James Gunn
2831,Name a movie directed by this director?,Juliusz Machulski,this director,./A photo of Juliusz Machulski
2832,Name a movie directed by this director?,Alain Jessua,this director,./A photo of Alain Jessua
2833,Name a movie directed by this director?,Sriram Raghavan,this director,./A photo of Sriram Raghavan
2834,Name a movie directed by this director?,Lorene Scafaria,this director,./A photo of Lorene Scafaria
2835,Name a movie directed by this director?,Ephraim Kishon,this director,./A photo of Ephraim Kishon
2836,Name a movie directed by this director?,Brandon Vietti,this director,./A photo of Brandon Vietti
2837,Name a movie directed by this director?,William A. Seiter,this director,./A photo of William A. Seiter
2838,Name a movie directed by this director?,Kunal Kohli,this director,./A photo of Kunal Kohli
2839,Name a movie directed by this director?,Christopher Hatton,this director,./A photo of Christopher Hatton
2840,Name a movie directed by this director?,Jeremy Saulnier,this director,./A photo of Jeremy Saulnier
2841,Name a movie directed by this director?,Chris Walas,this director,./A photo of Chris Walas
2842,Name a movie directed by this director?,Neil Marshall,this director,./A photo of Neil Marshall
2843,Name a movie directed by this director?,Jeff Orlowski,this director,./A photo of Jeff Orlowski
2844,Name a movie directed by this director?,Haroun Tazieff,this director,./A photo of Haroun Tazieff
2845,Name a movie directed by this director?,Jack Gage,this director,./A photo of Jack Gage
2846,Name a movie directed by this director?,Denzel Washington,this director,./A photo of Denzel Washington
2847,Name a movie directed by this director?,Adam Nee,this director,./A photo of Adam Nee
2848,Name a movie directed by this director?,Vladimir Fetin,this director,./A photo of Vladimir Fetin
2849,Name a movie directed by this director?,Jia Ling,this director,./A photo of Jia Ling
2850,Name a movie directed by this director?,Kris Pearn,this director,./A photo of Kris Pearn
2851,Name a movie directed by this director?,Lance Hool,this director,./A photo of Lance Hool
2852,Name a movie directed by this director?,Sanjay Leela Bhansali,this director,./A photo of Sanjay Leela Bhansali
2853,Name a movie directed by this director?,Rupert Julian,this director,./A photo of Rupert Julian
2854,Name a movie directed by this director?,Steve Beck,this director,./A photo of Steve Beck
2855,Name a movie directed by this director?,Antonia Bird,this director,./A photo of Antonia Bird
2856,Name a movie directed by this director?,Marçal Forés,this director,./A photo of Marçal Forés
2857,Name a movie directed by this director?,Tom Savini,this director,./A photo of Tom Savini
2858,Name a movie directed by this director?,Léa Pool,this director,./A photo of Léa Pool
2859,Name a movie directed by this director?,Rupert Everett,this director,./A photo of Rupert Everett
2860,Name a movie directed by this director?,Giorgi Ovashvili,this director,./A photo of Giorgi Ovashvili
2861,Name a movie directed by this director?,Clifford Odets,this director,./A photo of Clifford Odets
2862,Name a movie directed by this director?,Guillaume Gallienne,this director,./A photo of Guillaume Gallienne
2863,Name a movie directed by this director?,Prakash Mehra,this director,./A photo of Prakash Mehra
2864,Name a movie directed by this director?,David Mandel,this director,./A photo of David Mandel
2865,Name a movie directed by this director?,Ben Lewin,this director,./A photo of Ben Lewin
2866,Name a movie directed by this director?,Ralph Fiennes,this director,./A photo of Ralph Fiennes
2867,Name a movie directed by this director?,Chris Paine,this director,./A photo of Chris Paine
2868,Name a movie directed by this director?,Tim Garrick,this director,./A photo of Tim Garrick
2869,Name a movie directed by this director?,Vladimir Chebotaryov,this director,./A photo of Vladimir Chebotaryov
2870,Name a movie directed by this director?,Måns Mårlind,this director,./A photo of Måns Mårlind
2871,Name a movie directed by this director?,Godfrey Reggio,this director,./A photo of Godfrey Reggio
2872,Name a movie directed by this director?,Jessy Terrero,this director,./A photo of Jessy Terrero
2873,Name a movie directed by this director?,Philippe Claudel,this director,./A photo of Philippe Claudel
2874,Name a movie directed by this director?,Peter Brook,this director,./A photo of Peter Brook
2875,Name a movie directed by this director?,Gerard Barrett,this director,./A photo of Gerard Barrett
2876,Name a movie directed by this director?,Kiyoshi Kurosawa,this director,./A photo of Kiyoshi Kurosawa
2877,Name a movie directed by this director?,Noah Hawley,this director,./A photo of Noah Hawley
2878,Name a movie directed by this director?,Haskell Wexler,this director,./A photo of Haskell Wexler
2879,Name a movie directed by this director?,Clare Knight,this director,./A photo of Clare Knight
2880,Name a movie directed by this director?,Wayne Wang,this director,./A photo of Wayne Wang
2881,Name a movie directed by this director?,Nikita Argunov,this director,./A photo of Nikita Argunov
2882,Name a movie directed by this director?,Irvin Kershner,this director,./A photo of Irvin Kershner
2883,Name a movie directed by this director?,Tomás Gutiérrez Alea,this director,./A photo of Tomás Gutiérrez Alea
2884,Name a movie directed by this director?,Graeme Clifford,this director,./A photo of Graeme Clifford
2885,Name a movie directed by this director?,Kevin Costner,this director,./A photo of Kevin Costner
2886,Name a movie directed by this director?,Beeban Kidron,this director,./A photo of Beeban Kidron
2887,Name a movie directed by this director?,James Foley,this director,./A photo of James Foley
2888,Name a movie directed by this director?,Egor Abramenko,this director,./A photo of Egor Abramenko
2889,Name a movie directed by this director?,Jannicke Systad Jacobsen,this director,./A photo of Jannicke Systad Jacobsen
2890,Name a movie directed by this director?,Craig Rosenberg,this director,./A photo of Craig Rosenberg
2891,Name a movie directed by this director?,Chris Weitz,this director,./A photo of Chris Weitz
2892,Name a movie directed by this director?,Monte Hellman,this director,./A photo of Monte Hellman
2893,Name a movie directed by this director?,Damien Dante Wayans,this director,./A photo of Damien Dante Wayans
2894,Name a movie directed by this director?,Denys de La Patellière,this director,./A photo of Denys de La Patellière
2895,Name a movie directed by this director?,Kurt Neumann,this director,./A photo of Kurt Neumann
2896,Name a movie directed by this director?,Bruce Hunt,this director,./A photo of Bruce Hunt
2897,Name a movie directed by this director?,Julien Duvivier,this director,./A photo of Julien Duvivier
2898,Name a movie directed by this director?,Mikhail Schweitzer,this director,./A photo of Mikhail Schweitzer
2899,Name a movie directed by this director?,Aleksander Ford,this director,./A photo of Aleksander Ford
2900,Name a movie directed by this director?,Adam Green,this director,./A photo of Adam Green
2901,Name a movie directed by this director?,William Cameron Menzies,this director,./A photo of William Cameron Menzies
2902,Name a movie directed by this director?,Bennett Miller,this director,./A photo of Bennett Miller
2903,Name a movie directed by this director?,Les Mayfield,this director,./A photo of Les Mayfield
2904,Name a movie directed by this director?,Anna Boden,this director,./A photo of Anna Boden
2905,Name a movie directed by this director?,Afonso Poyart,this director,./A photo of Afonso Poyart
2906,Name a movie directed by this director?,Mansoor Khan,this director,./A photo of Mansoor Khan
2907,Name a movie directed by this director?,Tommy Wiseau,this director,./A photo of Tommy Wiseau
2908,Name a movie directed by this director?,Michael Katleman,this director,./A photo of Michael Katleman
2909,Name a movie directed by this director?,Patrick Wilson,this director,./A photo of Patrick Wilson
2910,Name a movie directed by this director?,Jared Hess,this director,./A photo of Jared Hess
2911,Name a movie directed by this director?,Jennifer Yuh Nelson,this director,./A photo of Jennifer Yuh Nelson
2912,Name a movie directed by this director?,Renny Harlin,this director,./A photo of Renny Harlin
2913,Name a movie directed by this director?,Jean-Pierre Jeunet,this director,./A photo of Jean-Pierre Jeunet
2914,Name a movie directed by this director?,Vasili Pronin,this director,./A photo of Vasili Pronin
2915,Name a movie directed by this director?,Scott Mann,this director,./A photo of Scott Mann
2916,Name a movie directed by this director?,Guy Ferland,this director,./A photo of Guy Ferland
2917,Name a movie directed by this director?,Michael Reeves,this director,./A photo of Michael Reeves
2918,Name a movie directed by this director?,Nanette Burstein,this director,./A photo of Nanette Burstein
2919,Name a movie directed by this director?,Frank Tashlin,this director,./A photo of Frank Tashlin
2920,Name a movie directed by this director?,Gabe Ibáñez,this director,./A photo of Gabe Ibáñez
2921,Name a movie directed by this director?,Luis Ortega,this director,./A photo of Luis Ortega
2922,Name a movie directed by this director?,M. Night Shyamalan,this director,./A photo of M. Night Shyamalan
2923,Name a movie directed by this director?,Gary Sherman,this director,./A photo of Gary Sherman
2924,Name a movie directed by this director?,Tom Vaughan,this director,./A photo of Tom Vaughan
2925,Name a movie directed by this director?,Srđan Dragojević,this director,./A photo of Srđan Dragojević
2926,Name a movie directed by this director?,Roel Reiné,this director,./A photo of Roel Reiné
2927,Name a movie directed by this director?,Gastón Duprat,this director,./A photo of Gastón Duprat
2928,Name a movie directed by this director?,Rebecca Miller,this director,./A photo of Rebecca Miller
2929,Name a movie directed by this director?,Stanley Kwan,this director,./A photo of Stanley Kwan
2930,Name a movie directed by this director?,Carlos Carrera,this director,./A photo of Carlos Carrera
2931,Name a movie directed by this director?,Nzingha Stewart,this director,./A photo of Nzingha Stewart
2932,Name a movie directed by this director?,Antonin Baudry,this director,./A photo of Antonin Baudry
2933,Name a movie directed by this director?,Robert Aldrich,this director,./A photo of Robert Aldrich
2934,Name a movie directed by this director?,Terry Jones,this director,./A photo of Terry Jones
2935,Name a movie directed by this director?,Takashi Yamazaki,this director,./A photo of Takashi Yamazaki
2936,Name a movie directed by this director?,Karey Kirkpatrick,this director,./A photo of Karey Kirkpatrick
2937,Name a movie directed by this director?,Arbaaz Khan,this director,./A photo of Arbaaz Khan
2938,Name a movie directed by this director?,Tony Goldwyn,this director,./A photo of Tony Goldwyn
2939,Name a movie directed by this director?,Herman Yau,this director,./A photo of Herman Yau
2940,Name a movie directed by this director?,Alan Rudolph,this director,./A photo of Alan Rudolph
2941,Name a movie directed by this director?,Radu Mihăileanu,this director,./A photo of Radu Mihăileanu
2942,Name a movie directed by this director?,Nunnally Johnson,this director,./A photo of Nunnally Johnson
2943,Name a movie directed by this director?,Robert Rodriguez,this director,./A photo of Robert Rodriguez
2944,Name a movie directed by this director?,Simon Stone,this director,./A photo of Simon Stone
2945,Name a movie directed by this director?,Laurence Olivier,this director,./A photo of Laurence Olivier
2946,Name a movie directed by this director?,Marek Kanievska,this director,./A photo of Marek Kanievska
2947,Name a movie directed by this director?,Paul Mazursky,this director,./A photo of Paul Mazursky
2948,Name a movie directed by this director?,Ritesh Batra,this director,./A photo of Ritesh Batra
2949,Name a movie directed by this director?,Philippe Lacôte,this director,./A photo of Philippe Lacôte
2950,Name a movie directed by this director?,Leonid Varlamov,this director,./A photo of Leonid Varlamov
2951,Name a movie directed by this director?,Mike van Diem,this director,./A photo of Mike van Diem
2952,Name a movie directed by this director?,Xavier Giannoli,this director,./A photo of Xavier Giannoli
2953,Name a movie directed by this director?,Éric Rohmer,this director,./A photo of Éric Rohmer
